json_path,observed_types,occurrences,null_occurrences,sample_values
$.liveData.boxscore.teams.away.teamStats.pitching.era,string,1,0,"[""8.02""]"
$.liveData.boxscore.teams.away.teamStats.pitching.flyOuts,integer,1,0,[5]
$.liveData.boxscore.teams.away.teamStats.pitching.groundOuts,integer,1,0,[11]
$.liveData.boxscore.teams.away.teamStats.pitching.groundOutsToAirouts,string,1,0,"[""1.10""]"
$.liveData.boxscore.teams.away.teamStats.pitching.hitBatsmen,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.hitByPitch,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.hits,integer,1,0,[6]
$.liveData.boxscore.teams.away.teamStats.pitching.homeRuns,integer,1,0,[1]
$.liveData.boxscore.teams.away.teamStats.pitching.homeRunsPer9,string,1,0,"[""1.00""]"
$.liveData.boxscore.teams.away.teamStats.pitching.inheritedRunners,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.inheritedRunnersScored,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.inningsPitched,string,1,0,"[""9.0""]"
$.liveData.boxscore.teams.away.teamStats.pitching.intentionalWalks,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.lineOuts,integer,1,0,[2]
$.liveData.boxscore.teams.away.teamStats.pitching.numberOfPitches,integer,1,0,[121]
$.liveData.boxscore.teams.away.teamStats.pitching.obp,string,1,0,"["".235""]"
$.liveData.boxscore.teams.away.teamStats.pitching.outs,integer,1,0,[27]
$.liveData.boxscore.teams.away.teamStats.pitching.passedBall,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.pickoffs,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.pitchesPerInning,string,1,0,"[""13.44""]"
$.liveData.boxscore.teams.away.teamStats.pitching.pitchesThrown,integer,1,0,[121]
$.liveData.boxscore.teams.away.teamStats.pitching.popOuts,integer,1,0,[3]
$.liveData.boxscore.teams.away.teamStats.pitching.rbi,integer,1,0,[3]
$.liveData.boxscore.teams.away.teamStats.pitching.runs,integer,1,0,[3]
$.liveData.boxscore.teams.away.teamStats.pitching.runsScoredPer9,string,1,0,"[""3.00""]"
$.liveData.boxscore.teams.away.teamStats.pitching.sacBunts,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.sacFlies,integer,1,0,[1]
$.liveData.boxscore.teams.away.teamStats.pitching.saveOpportunities,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.shutouts,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.stolenBasePercentage,string,1,0,"["".---""]"
$.liveData.boxscore.teams.away.teamStats.pitching.stolenBases,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.strikeOuts,integer,1,0,[5]
$.liveData.boxscore.teams.away.teamStats.pitching.strikePercentage,string,1,0,"["".660""]"
$.liveData.boxscore.teams.away.teamStats.pitching.strikes,integer,1,0,[80]
$.liveData.boxscore.teams.away.teamStats.pitching.triples,integer,1,0,[0]
$.liveData.boxscore.teams.away.teamStats.pitching.whip,string,1,0,"[""1.85""]"
$.liveData.boxscore.teams.away.teamStats.pitching.wildPitches,integer,1,0,[0]
$.liveData.boxscore.teams.home,object,1,0,[]
$.liveData.boxscore.teams.home.batters,array,1,0,[]
$.liveData.boxscore.teams.home.batters[*],integer,14,0,"[435079, 664208, 476594, 543333, 592518]"
$.liveData.boxscore.teams.home.battingOrder,array,1,0,[]
$.liveData.boxscore.teams.home.battingOrder[*],integer,9,0,"[476594, 543333, 592518, 614177, 571976]"
$.liveData.boxscore.teams.home.bench,array,1,0,[]
$.liveData.boxscore.teams.home.bench[*],integer,2,0,"[642336, 592669]"
$.liveData.boxscore.teams.home.bullpen,array,1,0,[]
$.liveData.boxscore.teams.home.bullpen[*],integer,9,0,"[641778, 571901, 664192, 676606, 663978]"
$.liveData.boxscore.teams.home.info,array,1,0,[]
$.liveData.boxscore.teams.home.info[*],object,2,0,[]
$.liveData.boxscore.teams.home.info[*].fieldList,array,2,0,[]
$.liveData.boxscore.teams.home.info[*].fieldList[*],object,13,0,[]
$.liveData.boxscore.teams.home.info[*].fieldList[*].label,string,13,0,"[""2B"", ""HR"", ""TB"", ""RBI"", ""2-out RBI""]"
$.liveData.boxscore.teams.home.info[*].fieldList[*].value,string,13,0,"[""Hosmer (2, Kelly, Me)."", ""Tatis Jr. (1, 6th inning off Kelly, Me, 1 on, 2 out)."", ""Cordero, F 2; Hosmer 3; Machado, M; Tatis Jr. 4."", ""Reyes, F (2); Tatis Jr. 2 (2)."", ""Tatis Jr. 2.""]"
$.liveData.boxscore.teams.home.info[*].title,string,2,0,"[""BATTING"", ""FIELDING""]"
$.liveData.boxscore.teams.home.note,array,1,0,[]
$.liveData.boxscore.teams.home.note[*],object,1,0,[]
$.liveData.boxscore.teams.home.note[*].label,string,1,0,"[""a""]"
$.liveData.boxscore.teams.home.note[*].value,string,1,0,"[""Struck out for Erlin in the 5th.""]"
$.liveData.boxscore.teams.home.pitchers,array,1,0,[]
$.liveData.boxscore.teams.home.pitchers[*],integer,4,0,"[621381, 572362, 664208, 476594]"
$.liveData.boxscore.teams.home.players,object,1,0,[]
$.liveData.boxscore.teams.home.players.*,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.allPositions,array,14,0,[]
$.liveData.boxscore.teams.home.players.*.allPositions[*],object,15,0,[]
$.liveData.boxscore.teams.home.players.*.allPositions[*].abbreviation,string,15,0,"[""P"", ""C"", ""PH"", ""2B"", ""3B""]"
$.liveData.boxscore.teams.home.players.*.allPositions[*].code,string,15,0,"[""1"", ""2"", ""11"", ""4"", ""5""]"
$.liveData.boxscore.teams.home.players.*.allPositions[*].name,string,15,0,"[""Pitcher"", ""Catcher"", ""Pinch Hitter"", ""Second Base"", ""Third Base""]"
$.liveData.boxscore.teams.home.players.*.allPositions[*].type,string,15,0,"[""Pitcher"", ""Catcher"", ""Hitter"", ""Infielder"", ""Outfielder""]"
$.liveData.boxscore.teams.home.players.*.battingOrder,string,14,0,"[""102"", ""800"", ""702"", ""701"", ""100""]"
$.liveData.boxscore.teams.home.players.*.gameStatus,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.gameStatus.isCurrentBatter,boolean,25,0,"[false, true]"
$.liveData.boxscore.teams.home.players.*.gameStatus.isCurrentPitcher,boolean,25,0,[false]
$.liveData.boxscore.teams.home.players.*.gameStatus.isOnBench,boolean,25,0,"[true, false]"
$.liveData.boxscore.teams.home.players.*.gameStatus.isSubstitute,boolean,25,0,"[false, true]"
$.liveData.boxscore.teams.home.players.*.jerseyNumber,string,25,0,"[""25"", ""66"", ""38"", ""27"", ""18""]"
$.liveData.boxscore.teams.home.players.*.parentTeamId,integer,25,0,[135]
$.liveData.boxscore.teams.home.players.*.person,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.person.fullName,string,25,0,"[""Nick Margevicius"", ""Robert Stock"", ""Aaron Loup"", ""Francisco Mejía"", ""Austin Hedges""]"
$.liveData.boxscore.teams.home.players.*.person.id,integer,25,0,"[676606, 476594, 571901, 642336, 595978]"
$.liveData.boxscore.teams.home.players.*.person.link,string,25,0,"[""/api/v1/people/676606"", ""/api/v1/people/476594"", ""/api/v1/people/571901"", ""/api/v1/people/642336"", ""/api/v1/people/595978""]"
$.liveData.boxscore.teams.home.players.*.position,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.position.abbreviation,string,25,0,"[""P"", ""C"", ""2B"", ""LF"", ""3B""]"
$.liveData.boxscore.teams.home.players.*.position.code,string,25,0,"[""1"", ""2"", ""4"", ""7"", ""5""]"
$.liveData.boxscore.teams.home.players.*.position.name,string,25,0,"[""Pitcher"", ""Catcher"", ""Second Base"", ""Outfielder"", ""Third Base""]"
$.liveData.boxscore.teams.home.players.*.position.type,string,25,0,"[""Pitcher"", ""Catcher"", ""Infielder"", ""Outfielder""]"
$.liveData.boxscore.teams.home.players.*.seasonStats,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.airOuts,integer,25,0,"[0, 1, 4, 2, 6]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.atBats,integer,25,0,"[1, 0, 4, 11, 8]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.atBatsPerHomeRun,string,25,0,"[""-.--"", ""13.00"", ""17.00"", ""18.00""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.avg,string,25,0,"["".000"", "".364"", "".250"", "".143"", "".231""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.babip,string,25,0,"["".000"", "".---"", "".400"", "".333"", "".200""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.baseOnBalls,integer,25,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.catchersInterference,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.caughtStealing,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.caughtStealingPercentage,string,25,0,"["".---"", "".000"", "".500""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.doubles,integer,25,0,"[0, 2, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.flyOuts,integer,25,0,"[0, 3, 1, 2, 4]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.gamesPlayed,integer,25,0,"[1, 3, 2, 4, 5]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.groundIntoDoublePlay,integer,25,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.groundIntoTriplePlay,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.groundOuts,integer,25,0,"[1, 0, 2, 3, 4]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.groundOutsToAirouts,string,25,0,"[""1.00"", ""-.--"", ""2.00"", ""0.50"", ""3.00""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.hitByPitch,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.hits,integer,25,0,"[0, 4, 2, 1, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.homeRuns,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.intentionalWalks,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.leftOnBase,integer,25,0,"[0, 2, 3, 8, 4]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.lineOuts,integer,25,0,"[0, 1, 2, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.obp,string,25,0,"["".000"", "".462"", "".333"", "".143"", "".263""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.ops,string,25,0,"["".000"", "".826"", "".833"", "".286"", "".871""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.pickoffs,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.plateAppearances,integer,25,0,"[1, 0, 4, 13, 9]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.popOuts,integer,25,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.rbi,integer,25,0,"[0, 1, 2, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.runs,integer,25,0,"[0, 1, 3, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.sacBunts,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.sacFlies,integer,25,0,"[0, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.slg,string,25,0,"["".000"", "".364"", "".500"", "".143"", "".538""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.stolenBasePercentage,string,25,0,"["".---"", ""1.000"", "".500""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.stolenBases,integer,25,0,"[0, 2, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.strikeOuts,integer,25,0,"[0, 1, 2, 5, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.totalBases,integer,25,0,"[0, 4, 1, 7, 5]"
$.liveData.boxscore.teams.home.players.*.seasonStats.batting.triples,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.assists,integer,25,0,"[0, 1, 2, 4, 8]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.caughtStealing,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.caughtStealingPercentage,string,25,0,"["".---"", "".000"", "".500""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.chances,integer,25,0,"[1, 2, 10, 39, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.errors,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.fielding,string,25,0,"[""1.000"", "".974"", "".000""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.gamesStarted,integer,9,0,[1]
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.passedBall,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.pickoffs,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.putOuts,integer,25,0,"[1, 0, 9, 34, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.stolenBasePercentage,string,25,0,"["".---"", ""1.000"", "".500""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.fielding.stolenBases,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.airOuts,integer,25,0,"[4, 1, 0, 3, 10]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.atBats,integer,25,0,"[17, 10, 6, 0, 7]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.balks,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.balls,integer,25,0,"[24, 15, 8, 0, 10]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.baseOnBalls,integer,25,0,"[0, 1, 2, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.battersFaced,integer,25,0,"[19, 11, 7, 0, 21]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.blownSaves,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.catchersInterference,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.caughtStealing,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.caughtStealingPercentage,string,25,0,"["".000"", "".---"", ""1.000""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.completeGames,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.doubles,integer,25,0,"[1, 0, 2, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.earnedRuns,integer,25,0,"[1, 2, 0, 3, 5]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.era,string,25,0,"[""1.80"", ""6.75"", ""0.00"", ""-.--"", ""6.23""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.flyOuts,integer,25,0,"[2, 1, 0, 6, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.gamesFinished,integer,25,0,"[0, 1, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.gamesPitched,integer,25,0,"[1, 3, 2, 0]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.gamesPlayed,integer,25,0,"[1, 3, 2, 0]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.gamesStarted,integer,25,0,"[1, 0]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.groundOuts,integer,25,0,"[5, 2, 3, 0, 4]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.groundOutsToAirouts,string,25,0,"[""1.25"", ""2.00"", ""3.00"", ""-.--"", ""1.33""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.hitBatsmen,integer,25,0,"[2, 0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.hitByPitch,integer,25,0,"[2, 0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.hits,integer,25,0,"[3, 2, 0, 5, 4]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.hitsPer9Inn,string,25,0,"[""5.40"", ""6.75"", ""13.50"", ""-.--"", ""0.00""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.holds,integer,25,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.homeRuns,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.homeRunsPer9,string,25,0,"[""0.00"", ""-.--"", ""3.38"", ""2.25""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.inheritedRunners,integer,25,0,"[0, 2, 1, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.inheritedRunnersScored,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.inningsPitched,string,25,0,"[""5.0"", ""2.2"", ""1.1"", ""0.0"", ""2.1""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.intentionalWalks,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.lineOuts,integer,25,0,"[1, 0, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.losses,integer,25,0,"[1, 0]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.numberOfPitches,integer,25,0,"[72, 37, 26, 0, 25]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.obp,string,25,0,"["".263"", "".273"", "".429"", "".000"", "".316""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.outs,integer,25,0,"[15, 8, 4, 0, 7]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.passedBall,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.pickoffs,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.pitchesPerInning,string,25,0,"[""14.40"", ""13.88"", ""19.50"", ""-.--"", ""10.71""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.pitchesThrown,integer,13,0,"[72, 37, 26, 25, 70]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.popOuts,integer,25,0,"[1, 0, 2]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.rbi,integer,25,0,"[0, 3, 5, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.runs,integer,25,0,"[1, 2, 0, 4, 5]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.runsScoredPer9,string,25,0,"[""1.80"", ""6.75"", ""0.00"", ""-.--"", ""8.31""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.sacBunts,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.sacFlies,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.saveOpportunities,integer,25,0,"[0, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.saves,integer,25,0,"[0, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.shutouts,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.stolenBasePercentage,string,25,0,"[""1.000"", "".---"", "".000""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.stolenBases,integer,25,0,"[1, 0]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.strikeOuts,integer,25,0,"[5, 1, 0, 4, 3]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.strikePercentage,string,25,0,"["".670"", "".590"", "".690"", ""-.--"", "".600""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.strikeoutWalkRatio,string,25,0,"[""-.--"", ""5.00"", ""4.00"", ""3.00"", ""3.50""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.strikeoutsPer9Inn,string,25,0,"[""9.00"", ""16.88"", ""6.75"", ""-.--"", ""0.00""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.strikes,integer,25,0,"[48, 22, 18, 0, 15]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.triples,integer,25,0,[0]
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.walksPer9Inn,string,25,0,"[""0.00"", ""3.38"", ""-.--"", ""2.08"", ""1.50""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.whip,string,25,0,"[""0.60"", ""1.13"", ""1.50"", ""-"", ""0.00""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.wildPitches,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.winPercentage,string,25,0,"["".000"", "".---"", ""1.000""]"
$.liveData.boxscore.teams.home.players.*.seasonStats.pitching.wins,integer,25,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.stats.batting,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.stats.batting.airOuts,integer,14,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.stats.batting.atBats,integer,14,0,"[0, 3, 2, 1, 4]"
$.liveData.boxscore.teams.home.players.*.stats.batting.atBatsPerHomeRun,string,14,0,"[""-.--"", ""4.00""]"
$.liveData.boxscore.teams.home.players.*.stats.batting.baseOnBalls,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.catchersInterference,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.caughtStealing,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.doubles,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.flyOuts,integer,14,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.stats.batting.gamesPlayed,integer,14,0,[1]
$.liveData.boxscore.teams.home.players.*.stats.batting.groundIntoDoublePlay,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.groundIntoTriplePlay,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.groundOuts,integer,14,0,"[0, 2, 1, 3]"
$.liveData.boxscore.teams.home.players.*.stats.batting.hitByPitch,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.hits,integer,14,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.stats.batting.homeRuns,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.intentionalWalks,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.leftOnBase,integer,14,0,"[0, 1, 3, 2]"
$.liveData.boxscore.teams.home.players.*.stats.batting.lineOuts,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.note,string,1,0,"[""a-""]"
$.liveData.boxscore.teams.home.players.*.stats.batting.pickoffs,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.plateAppearances,integer,14,0,"[0, 3, 4, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.popOuts,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.rbi,integer,14,0,"[0, 2, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.runs,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.sacBunts,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.sacFlies,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.stolenBasePercentage,string,14,0,"["".---""]"
$.liveData.boxscore.teams.home.players.*.stats.batting.stolenBases,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.batting.strikeOuts,integer,14,0,"[0, 2, 1]"
$.liveData.boxscore.teams.home.players.*.stats.batting.summary,string,14,0,"[""0-0"", ""0-3"", ""0-3 | 2 K"", ""0-2 | BB"", ""1-3 | BB, R""]"
$.liveData.boxscore.teams.home.players.*.stats.batting.totalBases,integer,14,0,"[0, 1, 2, 4, 3]"
$.liveData.boxscore.teams.home.players.*.stats.batting.triples,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.fielding,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.stats.fielding.assists,integer,14,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.caughtStealing,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.fielding.caughtStealingPercentage,string,14,0,"["".---""]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.chances,integer,14,0,"[0, 9, 1, 2, 3]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.errors,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.fielding,string,14,0,"["".000""]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.gamesStarted,integer,9,0,[1]
$.liveData.boxscore.teams.home.players.*.stats.fielding.passedBall,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.fielding.pickoffs,integer,14,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.fielding.putOuts,integer,14,0,"[0, 8, 1, 3, 6]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.stolenBasePercentage,string,14,0,"["".---"", ""1.000""]"
$.liveData.boxscore.teams.home.players.*.stats.fielding.stolenBases,integer,14,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching,object,25,0,[]
$.liveData.boxscore.teams.home.players.*.stats.pitching.airOuts,integer,4,0,"[0, 2, 3, 4]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.atBats,integer,4,0,"[3, 12, 13]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.balks,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.balls,integer,4,0,"[3, 13, 24, 14]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.baseOnBalls,integer,4,0,"[0, 3, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.battersFaced,integer,4,0,"[3, 12, 17, 13]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.blownSaves,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.catchersInterference,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.caughtStealing,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.completeGames,integer,4,0,[0]
$.liveData.boxscore.teams.home.players.*.stats.pitching.doubles,integer,4,0,"[0, 2, 3]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.earnedRuns,integer,4,0,"[0, 3, 5, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.flyOuts,integer,4,0,"[0, 1, 2]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.gamesFinished,integer,4,0,"[1, 0]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.gamesPitched,integer,4,0,[1]
$.liveData.boxscore.teams.home.players.*.stats.pitching.gamesPlayed,integer,4,0,[1]
$.liveData.boxscore.teams.home.players.*.stats.pitching.gamesStarted,integer,4,0,"[0, 1]"
$.liveData.boxscore.teams.home.players.*.stats.pitching.groundOuts,integer,4,0,"[0, 4, 1]"
